Site,Year,TimePeriod,dN15,Percent_N,Percent_C,C_to_N_ratio,Phosphate,Silicate,Nitrite_plus_Nitrate,Ammonia,Date,Time,Latitude,Longitude,Distsance.to.crest,Distance_to_shore,Distance_to_pass,Distance_to_deep_lagoon_water,Distance_to_population_center,Population_center,Island_shore,Habitat,Lagoon,CobleA,CobleB,CobleC,CobleM,CobleT,Lignin,M_to_C,HIX,BIX,FI
169,2021,2021-May,,0.58,28.54,49.29,0.16,0.88,0.31,0.91,5/23/2021,15:18:00,-17.47434254,-149.7937432,106.76,619.41,413.38,454.82,719.4,Maharepa,N,Reef crest,Maharepa,0.011861386,0.037931684,0.008544308,0.015158835,0.024244122,0.021912836,1.774144124,0.555283517,0.802974976,1.653724825
169,2022,2022-April,,0.630637089,29.10486263,46.15,0.16,0.65,0.72,0.38,4/6/2022,16:05:00,-17.47434254,-149.7937432,106.76,619.41,413.38,454.82,719.4,Maharepa,N,Reef crest,Maharepa,0.00954379243094222,0.0257562081980889,0.00743348031878937,0.012692171029197,0.0130821678500061,0,0.585674452517967,0.706865882130345,0.677412378473157,2.25757319069117
17,2021,2021-May,,0.65,28.54,44.14,0.19,1.07,0.24,1.48,5/26/2021,10:18:00,-17.59328585,-149.8390346,683.48,215.33,607.29,349.81,768.71,Vai'anae/Atiha,SW,Fringing reef,Maatea,0.009709338,0.021802167,0.007436791,0.0124829,0.030423707,0.010048782,1.678533023,1.047752552,0.626533089,1.534566489
17,2022,2022-April,,0.667379734,27.71912966,41.53,0.13,0.91,0.99,2.81,4/17/2022,11:45:00,-17.59328585,-149.8390346,683.48,215.33,607.29,349.81,768.71,Vai'anae/Atiha,SW,Fringing reef,Maatea,0.0220602352128781,0.0916541239056014,0.0203866000020052,0.0297909479933364,0.0470466004108899,0.0362445112138717,0.684321962717174,0.760919746286771,0.829375556300655,1.84665678171543
170,2021,2021-May,,0.72,27.85,38.81,0.16,0.85,0.39,0.84,5/23/2021,15:50:00,-17.47682031,-149.7950122,332,404.97,360.97,279.56,404.97,Maharepa,N,Mid lagoon,Maharepa,0.011725947,0.038580775,0.009914381,0.014289903,0.031749148,0.021035779,1.441330831,0.649441697,0.682663793,1.688060417
170,2022,2022-April,,0.62333897,29.40648562,47.18,0.17,0.57,0.34,0.1,4/6/2022,15:31:00,-17.47682031,-149.7950122,332,404.97,360.97,279.56,404.97,Maharepa,N,Mid lagoon,Maharepa,0.0113492410971824,0.0295651568757295,0.00843336444510331,0.0153516018895484,0.020379667211041,0.0161597762859137,0.549347521241082,0.598487330715632,0.682012297095078,1.98405619307695
171,2021,2021-May,,0.7,27.72,39.82,0.18,0.79,0.36,0.88,5/23/2021,14:20:00,-17.47496934,-149.7901163,320.84,447.41,801.31,819.81,868.66,Maharepa,N,Mid lagoon,Maharepa,0.010150765,0.031527109,0.009100433,0.011420885,0.029816828,0.006462346,1.254982641,0.676545344,0.954361144,1.616006145
171,2022,2022-April,,0.629711303,28.54072977,45.32,0.12,0.65,0.95,1.16,4/6/2022,12:55:00,-17.47496934,-149.7901163,320.84,447.41,801.31,819.81,868.66,Maharepa,N,Mid lagoon,Maharepa,0.0082843710632499,0.032071399327517,0.00563299692315635,0.0145537590066839,0.0189250988310206,0,0.38704756074148,0.431213302602204,0.630780866757864,2.13238974384122
172,2021,2021-May,,0.68,27.53,40.28,0.17,0.96,0.66,1.66,5/25/2021,10:35:00,-17.4804404,-149.799661,700.15,53.22,618.5,64.26,53.22,Maharepa,N,Fringing reef,Maharepa,0.010494755,0.036287574,0.008605441,0.013599136,0.025550801,0.006130581,1.580295011,0.582348499,0.722075232,1.5893266
172,2022,2022-April,,0.640477618,26.19567131,40.9,0.2,1.07,0.96,0.79,4/11/2022,10:45:00,-17.4804404,-149.799661,700.15,53.22,618.5,64.26,53.22,Maharepa,N,Fringing reef,Maharepa,0.0205967765574909,0.0426009195273501,0.0206815328427423,0.0298163458120501,0.0497614694640029,0.0127648976452386,0.693630700861538,0.881366472512586,1.15893218743235,1.9778354654776
173,2021,2021-May,,0.72,28.06,39.02,0.16,0.83,0.44,0.72,5/25/2021,10:15:00,-17.4760501,-149.7973693,222.05,485.08,136,47.75,485.08,Maharepa,N,Reef pass,Maharepa,0.009377376,0.023900929,0.008187976,0.011701776,0.018489332,0.007272649,1.429141411,0.642031981,0.658726864,1.699115148
173,2022,2022-April,,0.536985861,28.3095502,52.72,0.19,0.68,0.76,0.55,4/11/2022,10:11:00,-17.4760501,-149.7973693,222.05,485.08,136,47.75,485.08,Maharepa,N,Reef pass,Maharepa,0.0143552434368073,0.0305499895437439,0.0134648904873976,0.0182250851551018,0.0769752287803119,0.0146648770526345,0.738810840816749,0.64934330890984,0.948951194863763,1.93418185761679
175,2021,2021-May,,0.69,28.34,41.08,0.12,1,0.58,0.34,5/25/2021,11:23:00,-17.48082167,-149.8048369,802.19,46.51,843.69,11.47,46.51,Maharepa,N,Fringing reef,Paraoro,0.011607544,0.023233617,0.007854028,0.012478965,0.023783701,0.019565644,1.588861798,0.45590098,0.611407496,1.794412547
175,2022,2022-April,,0.526355809,26.68762469,50.7,0.17,0.69,1.1,0.62,4/11/2022,11:55:00,-17.48082167,-149.8048369,802.19,46.51,843.69,11.47,46.51,Maharepa,N,Fringing reef,Paraoro,0.0143898675337954,0.034903213544796,0.0154554510332537,0.0201807887454276,0.0388453214547584,0.0166519784800986,0.765849701328224,0.734285935689758,0.900993146878254,2.11572553654526
176,2021,2021-May,,0.67,27.08,40.48,0.17,0.87,0.84,0.75,5/25/2021,15:50:00,-17.48256359,-149.8138506,1004.77,99.79,1112.41,359.67,99.79,Maharepa,N,Fringing reef,Paraoro,0.01256809,0.031860308,0.010796572,0.016661581,0.025946562,0.00858303,1.543228885,0.975159418,0.882642843,1.552911484
176,2022,2022-April,,0.632483487,27.98923501,44.25,0.11,0.63,0.38,0.63,4/6/2022,11:03:00,-17.48256359,-149.8138506,1004.77,99.79,1112.41,359.67,99.79,Maharepa,N,Fringing reef,Paraoro,0.0170550342759635,0.0339096174368962,0.0152383118371497,0.0195639627629328,0.0226010450343299,0.0233650994852031,0.778896996574808,0.786937028285835,0.711456671900557,1.99816161769078
177,2022,2022-April,,0.516084842,27.11965776,52.55,0.1,0.44,0.2,0.33,4/6/2022,14:41:00,-17.48383638,-149.8168138,1020.18,79.09,956.64,20.22,79.09,Maharepa,N,Fringing reef,Paraoro,0.0161300045233982,0.023754837985144,0.0144385048054978,0.0189681641688611,0.0158817408387919,0.0196502776772604,0.761196744026533,1.26582138353147,0.777255532303149,1.90367794975496
178,2021,2021-May,,0.77,26.35,34.14,0.12,1.59,0.97,0.42,5/25/2021,16:15:00,-17.48728956,-149.8183929,1270.91,71.13,1163.32,16.19,414.56,Maharepa,N,Fringing reef,Paraoro,0.019052157,0.032723883,0.016338131,0.021455181,0.030499304,0.021389041,1.313196745,0.968348187,0.681051506,1.616541945
178,2022,2022-April,,0.514303181,26.96191463,52.42,0.11,1.04,0.72,0.48,4/6/2022,15:41:00,-17.48728956,-149.8183929,1270.91,71.13,1163.32,16.19,414.56,Maharepa,N,Fringing reef,Paraoro,0.015473584072069,0.0297594758456047,0.0135032409461792,0.0180623449065994,0.0240533173749008,0.000783997783894683,0.747590693013819,1.00108030981575,0.845677011288085,1.94273619421375
179,2021,2021-May,,0.73,27.69,38.03,0.1,0.95,0.34,0.26,5/25/2021,14:50:00,-17.48120195,-149.8175988,729.31,343.17,701.24,95.53,343.17,Maharepa,N,Reef pass,Paraoro,0.013420971,0.045536066,0.009925187,0.015659561,0.032465343,0,1.57775982,0.573486812,0.708893761,1.697564544
179,2022,2022-April,,0.468545997,27.54365812,58.79,0.12,0.68,0.22,0.11,4/6/2022,14:10:00,-17.48120195,-149.8175988,729.31,343.17,701.24,95.53,343.17,Maharepa,N,Reef pass,Paraoro,0.00989157928601873,0.0332584742733724,0.00920476259691597,0.0117772139956373,0.0182469777322374,0.0208072759491264,0.781573859515987,0.495588758232192,0.900436565572275,2.0523941125174
180,2021,2021-May,,0.7,28.23,40.35,0.16,1.07,0.49,1.01,5/26/2021,09:32:00,-17.47707864,-149.8212362,138.36,942.75,218.5,222.03,942.75,Maharepa,N,Reef pass,Paraoro,0.010691714,0.032797747,0.009606123,0.014232801,0.031910075,0,1.481638436,0.602969268,0.724812313,1.601756954
180,2022,2022-April,,0.588430734,27.82417753,47.29,0.14,0.87,0.7,1.58,4/13/2022,15:42:00,-17.47707864,-149.8212362,138.36,942.75,218.5,222.03,942.75,Maharepa,N,Reef pass,Paraoro,0.00980876288920104,0.0273514845277505,0.00933758898355252,0.0149931111426728,0.0196798876498866,0.00919879671131245,0.622791953897832,0.686759465901648,0.880454367191625,2.19357778521893
181,2021,2021-May,,0.65,25.94,39.87,0.15,0.84,0.3,0.62,5/25/2021,13:40:00,-17.47477999,-149.8148865,148.15,968.79,927.95,808.03,968.79,Maharepa,N,Reef crest,Paraoro,0.008517397,0.03739929,0.007044739,0.011332673,0.029965531,0.00509469,1.608671922,0.547882452,0.841026373,1.70301357
181,2022,2022-April,,0.47147933,29.30609108,62.16,0.1,0.36,0.17,0.25,4/6/2022,12:49:00,-17.47477999,-149.8148865,148.15,968.79,927.95,808.03,968.79,Maharepa,N,Reef crest,Paraoro,0.00976020097979453,0.048762223446324,0.00673286628419317,0.0102342799128387,0.0287513754359197,0.0174665426658831,0.657873962949454,0.581614562065133,0.809191190398355,2.30981035516831
182,2021,2021-May,,0.54,27.45,51.09,0.13,0.88,0.3,1.64,5/25/2021,13:15:00,-17.47831405,-149.8135389,545.85,540.67,1015.63,595.65,540.67,Maharepa,N,Mid lagoon,Paraoro,0.00972622,0.024753996,0.008273557,0.014468264,0.029426924,0.019262387,1.748735587,0.514192995,1.051363978,1.904069208
182,2022,2022-April,,0.63259319,27.16853713,42.95,0.09,0.34,0.14,0.21,4/6/2022,12:17:00,-17.47831405,-149.8135389,545.85,540.67,1015.63,595.65,540.67,Maharepa,N,Mid lagoon,Paraoro,0.0082398003255818,0.033600964649213,0.00545574453766048,0.0112099634716558,0.00865126445468359,0.00723604182748245,0.486687093267987,0.605650307022757,0.652281692523844,2.33020481497227
183,2021,2021-May,,0.59,28.07,47.6,0.15,0.84,0.24,0.91,5/25/2021,12:30:00,-17.48034675,-149.8136512,778.13,350.94,1040.79,428.44,350.94,Maharepa,N,Mid lagoon,Paraoro,0.00747781,0.030464971,0.005810594,0.009568568,0.020083307,0.013387538,1.64674528,0.387983317,0.602003853,1.630447427
183,2022,2022-April,,0.527615759,29.45350879,55.82,0.13,0.51,0.2,0.35,4/6/2022,11:39:00,-17.48034675,-149.8136512,778.13,350.94,1040.79,428.44,350.94,Maharepa,N,Mid lagoon,Paraoro,0.00870599654049025,0.0330868164459914,0.00715689769006596,0.0106118511182536,0.0163883288364208,0.0117931353499379,0.674424999965867,0.443177049568386,0.737414273931497,1.77868483011477
184,2021,2021-May,,0.63,29.23,46.46,0.17,0.82,0.37,0.93,5/25/2021,14:10:00,-17.4749949,-149.806126,151.84,609.8,649.07,490.27,609.8,Maharepa,N,Reef crest,Paraoro,0.007990546,0.044779711,0.006453274,0.010881297,0.033079959,0.01444495,1.686166777,0.358411819,0.674991588,1.809671429
184,2022,2022-April,,0.581278869,28.05011859,48.26,0.16,0.89,0.76,1.8,4/13/2022,15:00:00,-17.4749949,-149.806126,151.84,609.8,649.07,490.27,609.8,Maharepa,N,Reef crest,Paraoro,0.0111819218223117,0.0281788454257351,0.0124649914757094,0.016001831192301,0.0286515599393443,0.0221506388852278,0.778972814168088,0.711877584480474,0.855089726217835,1.95581678076695
185,2021,2021-May,,0.67,29.05,43.39,0.18,0.82,0.33,0.94,5/25/2021,12:00:00,-17.47691201,-149.8066267,370.37,469.56,745.12,345.02,469.56,Maharepa,N,Mid lagoon,Paraoro,0.008368242,0.043985567,0.006303393,0.009910973,0.025884305,0.001145401,1.572323549,0.391281325,0.657023398,1.665744505
185,2022,2022-April,,0.631862901,28.97846262,45.86,0.11,0.3,0.21,0.5,4/6/2022,10:29:00,-17.47691201,-149.8066267,370.37,469.56,745.12,345.02,469.56,Maharepa,N,Mid lagoon,Paraoro,0.0110474050353381,0.0380143400872198,0.00879872103398083,0.0134742744774411,0.0193933322981187,0.0256901126136937,0.65300146948259,0.439572340876453,0.69047167702779,1.79233883751411
186,2021,2021-May,,0.67,27.58,41.01,0.18,0.84,0.44,0.9,5/25/2021,10:56:00,-17.47711502,-149.8025034,343.12,286.84,376.65,118.08,286.84,Maharepa,N,Reef pass,Paraoro,0.007923154,0.025485416,0.006631591,0.009649287,0.015661555,0,1.455048605,0.736678734,0.737276827,1.78407362
186,2022,2022-April,,0.576925835,28.41299165,49.25,0.16,0.61,0.82,0.49,4/11/2022,11:20:00,-17.47711502,-149.8025034,343.12,286.84,376.65,118.08,286.84,Maharepa,N,Reef pass,Paraoro,0.0123417880627056,0.0318906966546113,0.0128071271517707,0.0182488547098328,0.024637368621713,0.0222833722396825,0.701804434054156,0.91400679905386,1.03210292788228,2.25800181557196
187,2021,2021-May,,0.62,30.86,49.51,0.18,0.83,0.36,1.68,5/25/2021,11:40:00,-17.47899399,-149.8063396,598.16,249.9,824.04,181.1,249.9,Maharepa,N,Mid lagoon,Paraoro,0.007746904,0.035650286,0.006197488,0.009327791,0.017834654,0.003236042,1.505092197,0.54937931,0.725181583,2.061647662
187,2022,2022-April,,0.476275068,27.89512626,58.57,0.11,0.54,0.36,0.71,4/6/2022,10:03:00,-17.47899399,-149.8063396,598.16,249.9,824.04,181.1,249.9,Maharepa,N,Mid lagoon,Paraoro,0.00935139544321416,0.0366394057559775,0.00794230235847176,0.0110539210999116,0.0243084019243437,0.028160268889464,0.718505432297258,0.459915553767739,0.762664555477146,2.08289563795037
188,2021,2021-May,,0.68,28.35,41.62,0.17,0.85,0.28,1.66,5/25/2021,15:20:00,-17.47806804,-149.8172428,442.27,653.2,620.63,372.55,653.2,Maharepa,N,Mid lagoon,Paraoro,0.007013839,0.041861066,0.005091882,0.008154307,0.016508178,0.014282134,1.601432822,0.601306693,0.72556576,1.973329535
188,2022,2022-April,,0.476517436,29.12522143,61.12,0.15,0.74,0.32,0.17,4/6/2022,13:24:00,-17.47806804,-149.8172428,442.27,653.2,620.63,372.55,653.2,Maharepa,N,Mid lagoon,Paraoro,0.0106055778743178,0.0268718838414104,0.00775049894925629,0.0137526814758228,0.0185669755763487,0.00378755794776574,0.563562746863706,0.60545257753556,0.71837461941566,2.10313662070927
19,2021,2021-May,,0.53,30.82,57.77,0.16,0.78,0.17,0.77,5/26/2021,10:40:00,-17.59828926,-149.8398006,193.07,735.46,334.74,282.26,1236.87,Vai'anae/Atiha,SW,Reef crest,Maatea,0.034887147,0.036884102,0.030225733,0.049372326,0.074547482,0.052428164,1.633453406,1.10481761,1.09797735,1.585789558
19,2022,2022-April,,0.623290708,29.72293874,47.69,0.13,0.62,0.73,2.43,4/17/2022,12:00:00,-17.59828926,-149.8398006,193.07,735.46,334.74,282.26,1236.87,Vai'anae/Atiha,SW,Reef crest,Maatea,0.197690030711123,0.341579127583145,0.187456504900119,0.258108808991268,1.24197637224643,0.679046211628066,0.726269303371434,0.543624988456113,1.09484505014325,1.81766744417694
2,2021,2021-May,,0.52,29.85,57.88,0.18,1.06,0.36,0.62,5/20/2021,16:12:00,-17.59042955,-149.8513141,553.98,506.75,809.65,250,506.75,Vai'anae/Atiha,SW,Mid lagoon,Vaianae,0.006034924,0.007370588,0.004747831,0.007191637,0.012507304,0.011747751,1.514720409,0.69081697,0.824416867,1.814903123
2,2022,2022-April,,0.675613401,30.13684562,44.61,0.17,0.73,0.74,1.44,4/12/2022,16:00:00,-17.59042955,-149.8513141,553.98,506.75,809.65,250,506.75,Vai'anae/Atiha,SW,Mid lagoon,Vaianae,0.0112943725792636,0.033828639972986,0.0110658381673972,0.0138642340804158,0.0383127495343078,0.0276970828643879,0.798157193770154,0.646390641656836,0.946505827320286,1.78304510874825
20,2021,2021-May,,0.69,29.16,42.12,0.18,0.66,0.17,1.27,5/26/2021,15:50:00,-17.60238365,-149.8303391,222.85,1215.01,1419.62,1366.33,2079.74,Vai'anae/Atiha,SW,Reef crest,Maatea,0.005391887,0.011997628,0.004248081,0.006616546,0.009955421,0,1.557537577,0.324811422,0.565300001,1.688242561
20,2022,2022-April,,0.521558201,30.24674899,57.99,0.13,0.72,0.91,2.49,4/17/2022,12:30:00,-17.60238365,-149.8303391,222.85,1215.01,1419.62,1366.33,2079.74,Vai'anae/Atiha,SW,Reef crest,Maatea,0.0140375177262129,0.0524704495245183,0.0146678749931428,0.0201880345013461,0.0562172620822522,0.0306952658516228,0.726562805911827,0.595952330273773,1.02915099911184,2.18394467686185
200,2021,2021-May,,0.72,26.09,36.15,0.19,0.94,0.45,0.91,5/24/2021,13:00:00,,,,,,,,,,,,0.009335241,0.036822628,0.007870711,0.011828299,0.024475625,0.012265648,1.50282462,0.472758771,0.648541144,1.657000342
200,2022,2022-April,,0.470841346,28.38213354,60.28,0.17,0.71,1.07,1.21,4/12/2022,14:50:00,,,,,,,,,,,,0.0119921801116352,0.0985697614457349,0.0127803681859816,0.0162191485031842,0.042349989079253,0.0162340691174506,0.787980218781059,0.64727459040128,0.91771904013837,1.96087446205861
201,2021,2021-May,,0.66,28.83,43.69,0.17,0.85,0.13,0.37,5/22/2021,15:30:00,,,,,,,,,,,,0.010285992,0.043407802,0.007745701,0.012365171,0.037832974,0.020430063,1.596391413,0.474544407,0.768916004,1.598324612
201,2022,2022-April,,0.478766704,28.31307192,59.14,0.15,0.68,0.57,2.25,4/17/2022,15:15:00,,,,,,,,,,,,0.0261157795929354,0.160065716290003,0.0295363232291032,0.0306019417858612,0.0356895761786571,0,0.965178073855093,1.49836910409547,0.812797325024481,1.98835491911268
202,2021,2021-May,,0.65,26.69,41.06,0.21,2.5,0.45,1.75,5/26/2021,11:36:00,,,,,,,,,,,,0.014047206,0.034982141,0.012418691,0.016005601,0.029598742,0.017290069,1.288831514,0.937139882,0.738240384,1.530796373
202,2022,2022-April,,0.642405222,26.9934701,42.02,0.16,2.41,0.72,1.82,4/13/2022,12:50:00,,,,,,,,,,,,0.014685604139293,0.0253810011188299,0.00208068094173537,0.0195297948973024,0.0305309161012334,0.00352293592615213,0.1065388014916,1.15057510405703,0.754844030561928,1.81743244321728
203,2021,2021-May,,0.7,28.41,40.75,0.16,2.84,0.54,1.64,5/19/2021,14:19:00,,,,,,,,,,,,0.023516075,0.037974858,0.019166652,0.024848581,0.041307133,0.051357099,1.296448666,0.554736815,0.732155303,1.702344088
203,2022,2022-April,,0.513159428,26.810168,52.25,0.16,0.9,0.94,2.04,4/8/2022,14:00:00,,,,,,,,,,,,0.00781881987143129,0.010575909751206,0,0.00935783570639186,0.00766323860101952,0.0102174040461265,0,1.91223462676119,0.882588103980378,1.78574856131409
204,2021,2021-May,,0.66,29.74,45.12,0.18,1.66,0.06,0.7,5/21/2021,12:18:00,,,,,,,,,,,,0.021742455,0.065132919,0.020045375,0.026021676,0.058454478,0.027102327,1.298138673,0.902932925,0.925946402,1.72463562
204,2022,2022-April,,0.665618255,26.78361834,40.24,0.16,1.38,0.7,1.64,4/14/2022,13:25:00,,,,,,,,,,,,0.0153930183202672,0.0293272226821653,0.00252751647107367,0.0201492864432136,0.0369600455831595,0.0195161959561132,0.125439502693901,1.28556111754954,0.81881523694882,1.90947789858871
205,2021,2021-May,,0.85,28.11,33.07,0.26,11.2,0.39,0.96,5/22/2021,16:21:00,,,,,,,,,,,,0.018826395,0.04190125,0.016750324,0.020155132,0.037150231,0.025691159,1.203268164,0.914133944,0.687160685,1.542916547
205,2022,2022-April,,0.748958128,27.44031245,36.64,0.18,1.27,1.16,1.78,4/16/2022,13:32:00,,,,,,,,,,,,0.0604030969426423,0.245859936636244,0.0399767060596661,0.117027084308065,0.325098396617505,0.0412248186774932,0.341602170950704,0.338889540391094,1.94041277645561,2.37921548609053
206,2021,2021-May,,0.69,26.93,39.05,0.18,1.03,0.37,0.95,5/22/2021,11:15:00,,,,,,,,,,,,0.011871969,0.033914798,0.00982203,0.014157316,0.032003792,0.021917442,1.441383992,0.609787421,0.738820216,1.486593377
206,2022,2022-April,,0.543407661,27.23676486,50.12,0.15,0.8,1.03,3.29,4/17/2022,10:30:00,,,,,,,,,,,,0.135059454776922,0.56601615730658,0.118989760892434,0.175906976887629,0.423454245092644,0.0966873838944736,0.676435710497407,0.976459975503502,0.977246019616429,2.0941140886852
207,2021,2021-May,,0.85,26.4,31,0.19,1.11,0.43,1.76,5/22/2021,13:21:00,,,,,,,,,,,,0.008612645,0.03527513,0.006294041,0.011109899,0.022708321,0.038182097,1.765145551,0.448474547,0.735257047,1.71358804
208,2021,2021-May,,0.75,26.6,35.51,0.19,5.15,0.48,0.9,5/20/2021,14:30:00,,,,,,,,,,,,0.019320964,0.064403022,0.015837557,0.023147464,0.046067553,0.046732539,1.461555187,0.644898966,0.732537173,1.516684325
208,2022,2022-April,,,,,0.16,2.66,0.48,1.84,4/7/2022,10:49:00,,,,,,,,,,,,0.0156618473203356,0.0203577238100704,0.00172559072928381,0.0180761701906626,0.0150588016569684,0.0106954184190676,0.0954621864633235,1.50748000513647,0.693748564335554,1.65744685095805
209,2021,2021-May,,0.81,26.63,33.08,0.14,1.05,0.34,0.92,5/20/2021,14:10:00,,,,,,,,,,,,0.010113519,0.04822716,0.007099897,0.012730741,0.024774768,0.023538015,1.793088101,0.417791008,0.58881709,1.634632014
209,2022,2022-April,,0.530946332,26.78486268,50.45,0.11,0.6,0.51,1.94,4/7/2022,10:20:00,,,,,,,,,,,,0.00610836272754329,0.0218013951598438,0,0.00801587409838573,0.00972227941847236,0.0128383057463642,0,0.753675140945133,0.688481694721147,2.32997139576141
21,2021,2021-May,,0.7,26.04,37.11,0.18,0.8,0.28,1.13,5/26/2021,10:57:00,-17.59344385,-149.826245,1240.68,142.84,1829.11,1610.68,1925.87,Vai'anae/Atiha,SW,Fringing reef,Maatea,0.005708986,0.009166067,0.005021964,0.006954929,0.016540642,0.004153949,1.384902172,0.537479641,0.586953597,1.548411207
21,2022,2022-April,,0.751401845,27.09937715,36.07,0.12,0.96,1.4,2.52,4/17/2022,13:35:00,-17.59344385,-149.826245,1240.68,142.84,1829.11,1610.68,1925.87,Vai'anae/Atiha,SW,Fringing reef,Maatea,0.0176915080704519,0.0515249056560832,0.0168744490428285,0.0255712064825305,0.0295928446229154,0.0278887553261841,0.659900386567861,1.03381957843483,0.765087490057842,2.04065960732403
210,2021,2021-May,,0.82,26.97,33.07,0.21,1.17,0.46,1.73,5/20/2021,12:30:00,,,,,,,,,,,,0.011375734,0.039749263,0.013260038,0.014508476,0.030090815,0.016237887,1.094150412,0.729704929,0.807761724,1.588055508
22,2021,2021-May,,0.5,30.54,61.64,0.16,0.77,0.14,0.63,5/26/2021,13:50:00,-17.60326945,-149.810896,238.14,1246.02,3451.57,865.13,1246.02,Ma'atea,SW,Reef crest,Maatea,0.005601525,0.018114234,0.00413473,0.007608903,0.016319236,0.003327047,1.840241736,0.360489212,0.603791795,1.583200143
22,2022,2022-April,,0.483377515,31.14515414,64.43,0.1,0.75,0.19,1.74,4/18/2022,10:45:00,-17.60326945,-149.810896,238.14,1246.02,3451.57,865.13,1246.02,Ma'atea,SW,Reef crest,Maatea,0.0140108914404062,0.222938790719845,0.0145717136944384,0.0193604243671711,0.0790895630956669,0.039727878159922,0.752654663869207,0.358408874630301,1.04709845740109,2.37000649942692
24,2021,2021-May,,0.63,26.59,42.33,0.2,0.81,0.29,0.68,5/26/2021,14:24:00,-17.59325316,-149.8095427,1244.37,153.45,3031.16,168.45,153.45,Ma'atea,SW,Fringing reef,Maatea,0.007161034,0,0.006965989,0.009021724,0.014424867,0,1.29511026,0.850786319,0.808147146,1.453706026
24,2022,2022-April,,0.537550957,28.32602056,52.69,0.12,1.01,0.64,2.65,4/18/2022,13:15:00,-17.59325316,-149.8095427,1244.37,153.45,3031.16,168.45,153.45,Ma'atea,SW,Fringing reef,Maatea,0.0157841434218267,0.0920870857688029,0.0163514250568581,0.0194552414210332,0.030309568550603,0.0180206103869195,0.840463744602033,0.942968062293239,0.764335261364711,1.79249715638583
25,2021,2021-May,,0.64,27.59,43.3,0.18,0.83,0.23,0.77,5/26/2021,12:56:00,-17.59436904,-149.8067542,1115.81,313.51,2895.1,119.94,313.51,Ma'atea,SW,Fringing reef,Maatea,0.006571149,0.010334161,0.005038845,0.008045571,0.015348208,0,1.596709599,0.562704336,0.553362436,1.695325747
25,2022,2022-April,,0.684679849,28.10979282,41.06,0.13,0.54,0.68,2.79,4/13/2022,11:35:00,-17.59436904,-149.8067542,1115.81,313.51,2895.1,119.94,313.51,Ma'atea,SW,Fringing reef,Maatea,0.0119875848391059,0.0413940674517269,0.0122483838404098,0.0178738524985561,0,0,0.685268262194695,1.64321478665121,0.880065626357666,1.96867599456638
26,2021,2021-May,,0.62,26.22,42.11,0.2,0.87,0.25,0.82,5/26/2021,11:52:00,-17.59146245,-149.8037116,1023.71,172.28,2420.52,113.71,172.28,Ma'atea,SE,Fringing reef,Maatea,0.007648033,0.014583811,0.006202138,0.009980178,0.019589699,0.002423966,1.609151245,0.600059522,0.681526541,1.592897626
26,2022,2022-April,,0.62240598,25.78774079,41.43,0.09,0.86,0.4,2.43,4/18/2022,11:28:00,-17.59146245,-149.8037116,1023.71,172.28,2420.52,113.71,172.28,Ma'atea,SE,Fringing reef,Maatea,0.0129327501542631,0.10194615935761,0.0147935453523344,0.0146641755325629,0.052483177143397,0.0216082594723418,1.00882216797557,0.562819181797854,0.850507570798643,1.81533467598492
27,2021,2021-May,,0.54,30.75,56.97,0.14,0.74,0.16,0.63,5/26/2021,12:26:00,-17.59423829,-149.7964097,184.21,996.38,2225.84,450.33,996.38,Ma'atea,SE,Reef crest,Maatea,0.007489943,0.034554658,0.005484969,0.009116793,0.026981561,0.030666048,1.662141083,0.385975866,0.529626727,1.78025333
27,2022,2022-April,,0.434019184,30.47699175,70.22,0.11,0.7,0.18,0.17,4/18/2022,12:33:00,-17.59423829,-149.7964097,184.21,996.38,2225.84,450.33,996.38,Ma'atea,SE,Reef crest,Maatea,0.123903030314182,0.660772940249109,0.0838702708163888,0.22391842865319,1.04505806531176,0.435024833369877,0.374557249802288,0.223449078719607,1.8901601373274,2.2523957414184
28,2021,2021-May,,0.67,31.51,46.73,0.17,0.79,0.1,1.05,5/26/2021,14:57:00,-17.59882126,-149.8193942,695.02,685.78,4218.68,838.91,1176.93,Ma'atea,SW,Mid lagoon,Maatea,0.004509658,0.013893289,0.00379488,0.006077856,0.017042264,0,1.60159381,0.257269156,0.555992567,1.87403518
28,2022,2022-April,,0.470422015,30.18068995,64.16,0.12,0.68,0.5,2.45,4/17/2022,14:45:00,-17.59882126,-149.8193942,695.02,685.78,4218.68,838.91,1176.93,Ma'atea,SW,Mid lagoon,Maatea,0.0120583647103693,0.0495986968158689,0.0136135088007145,0.0185489641413643,0.0349692486065768,0.00510012814836843,0.733922859355592,1.08918612610339,0.948919480412938,2.0040093693687
29,2021,2021-May,,0.64,29.79,46.55,0.16,0.78,0.14,1.47,5/26/2021,11:12:00,-17.59742064,-149.8283843,789.87,623.66,5084.49,1653.55,1930.09,Ma'atea,SW,Mid lagoon,Maatea,0.006270762,0.019275774,0.004366966,0.010787192,0.019454974,0.011600256,2.470179678,0.397092475,0.663948672,1.38228933
