Site,Jan2016,May2016,July2016,July2019,Aug2020,May2021,Latitude,Longitude,Distsance.to.crest,Distance_to_shore,Distance_to_pass,Distance_to_deep_lagoon_water,Distance_to_population_center,Population_center,Island_shore,Habitat,Lagoon,UniqueID,JP5_normalized,Diesel_Chen,sample.x,run_name,project,run_order,sample.y,group,Samplepath,Blank1,Blank2,abs,Sample_ID.x,Phosphate,Silicate,Nitrite_plus_Nitrate,Ammonia,Notes,Sample_ID.y,Date,Weight_ug,Percent_C,Percent_H,Percent_N,C_to_N_ratio,index_name,index_value
114,Yes,Yes,Yes,Yes,Yes,Yes,-17.4954558,-149.9235728,232.78,958.34,3218.99,2430.03,5024.24,Papeto'ai,SW,Reef crest,Hauru,114_run3_40,0.143298917566691,6.95882726670903,Group006Sample0005,aroundtheisland_run3,ati,40,aroundtheisland_run3/Group006Sample0005,Group006,aroundtheisland_run3/Group006Sample0005SEM.dat,aroundtheisland_run3/Group006Sample0001BEM.dat,aroundtheisland_run3/Group007Sample0001BEM.dat,aroundtheisland_run3/Group006Sample0005ABS.dat,114,0.17,0.6,0.47,1.61,"",114,4/9/2022,2934,29.11656849,4.448749528,0.481957446,60.41,Stedmon_D,0.0044392217211867
115,Yes,Yes,Yes,,Yes,Yes,-17.49504173,-149.9197109,520.51,588.05,2829.94,2350.51,4633.42,Papeto'ai,SW,Mid lagoon,Hauru,115_run3_41,0.0778717049027319,3.93246483736754,Group006Sample0006,aroundtheisland_run3,ati,41,aroundtheisland_run3/Group006Sample0006,Group006,aroundtheisland_run3/Group006Sample0006SEM.dat,aroundtheisland_run3/Group006Sample0001BEM.dat,aroundtheisland_run3/Group007Sample0001BEM.dat,aroundtheisland_run3/Group006Sample0006ABS.dat,115,0.17,0.71,0.84,4.55,"",115,4/9/2022,2023,28.47061334,4.385037171,0.455307466,62.53,Stedmon_D,0.00418965974119817
116,Yes,Yes,Yes,,Yes,Yes,-17.49474971,-149.9146039,956.68,76.23,2351.61,2053.03,4146.16,Papeto'ai,SW,Fringing reef,Hauru,116_run3_42,0.0889907276520198,4.12413705178075,Group006Sample0007,aroundtheisland_run3,ati,42,aroundtheisland_run3/Group006Sample0007,Group006,aroundtheisland_run3/Group006Sample0007SEM.dat,aroundtheisland_run3/Group006Sample0001BEM.dat,aroundtheisland_run3/Group007Sample0001BEM.dat,aroundtheisland_run3/Group006Sample0007ABS.dat,116,0.13,0.7,0.79,1.58,"",116,4/8/2022,2642,28.88620027,4.006083131,0.550640135,52.46,Stedmon_D,0.00489284475857472
117,Yes,Yes,Yes,,Yes,Yes,-17.49064844,-149.9111011,700.66,245.27,1793.13,1485.53,3614.27,Papeto'ai,N,Fringing reef,Hauru,117_run7_21,0.111491796137185,5.77400559391326,Group003Sample0007,aroundtheisland_run7,ati,21,aroundtheisland_run7/Group003Sample0007,Group003,aroundtheisland_run7/Group003Sample0007SEM.dat,aroundtheisland_run7/Group003Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group003Sample0007ABS.dat,117,0.19,0.7,0.5,1.61,"",117,4/16/2022,2182,26.94746562,3.677703189,0.648865085,41.53,Stedmon_D,0.00369567622282094
118,Yes,Yes,Yes,Yes,Yes,Yes,-17.48914783,-149.9067514,571.25,164.06,1301.02,1001.98,3141.51,Papeto'ai,N,Fringing reef,Hauru,118_run7_22,0.120434904488981,7.59523351615348,Group004Sample0001,aroundtheisland_run7,ati,22,aroundtheisland_run7/Group004Sample0001,Group004,aroundtheisland_run7/Group004Sample0001SEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0001ABS.dat,118,0.16,0.69,0.77,1.59,"",118,4/16/2022,2823,26.83644911,3.614276891,0.556746052,48.2,Stedmon_D,0.00567648028521158
119,Yes,Yes,Yes,Yes,Yes,Yes,-17.48591677,-149.9077934,208.64,515.85,1318.34,1117.25,3301.52,Papeto'ai,N,Reef crest,Hauru,119_run7_23,0.0596505005657416,2.23434294922091,Group004Sample0002,aroundtheisland_run7,ati,23,aroundtheisland_run7/Group004Sample0002,Group004,aroundtheisland_run7/Group004Sample0002SEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0002ABS.dat,119,0.13,0.73,0.7,1.97,"",119,4/16/2022,2613,27.64954497,3.784495405,0.521954376,52.97,Stedmon_D,0.00194196558645812
12,Yes,Yes,Yes,,Yes,,-17.59364896,-149.8482386,309.66,800.92,340.23,162.79,800.92,Vai'anae/Atiha,SW,Reef pass,Vaianae,12_run6_1,0.232578559264265,67.3639403490209,Group001Sample0001,aroundtheisland_run6,ati,1,aroundtheisland_run6/Group001Sample0001,Group001,aroundtheisland_run6/Group001Sample0001SEM.dat,aroundtheisland_run6/Group001Sample0001BEM.dat,aroundtheisland_run6/Group002Sample0001BEM.dat,aroundtheisland_run6/Group001Sample0001ABS.dat,12,0.15,0.71,0.98,2.51,"",12,4/17/2022,2360,28.59701842,3.904737248,0.630087912,45.39,Stedmon_D,0.025771716051933
120,Yes,Yes,Yes,Yes,Yes,Yes,-17.48790848,-149.9022525,462.37,334.59,809.34,513.05,2684.16,Papeto'ai,N,Mid lagoon,Hauru,120_run7_24,0.0874991461112169,3.54913844998103,Group004Sample0003,aroundtheisland_run7,ati,24,aroundtheisland_run7/Group004Sample0003,Group004,aroundtheisland_run7/Group004Sample0003SEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0003ABS.dat,120,0.1,0.66,0.3,1.18,"",120,4/16/2022,2352,26.69617078,3.665922365,0.601965823,44.35,Stedmon_D,0.00260032574707849
121,Yes,Yes,Yes,,Yes,Yes,-17.48853084,-149.8968575,567.42,271.39,461.25,71.48,2105.03,Papeto'ai,N,Fringing reef,Hauru,121_run7_25,0.150181204652637,65.3335614333161,Group004Sample0004,aroundtheisland_run7,ati,25,aroundtheisland_run7/Group004Sample0004,Group004,aroundtheisland_run7/Group004Sample0004SEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0004ABS.dat,121,0.13,0.61,0.55,0.97,"",121,4/16/2022,2473,26.52764736,3.555679971,0.498978856,53.16,Stedmon_D,0.0498568301984071
123,Yes,Yes,Yes,Yes,Yes,Yes,-17.48842556,-149.8921487,589.92,246.37,498.76,204.62,1620.02,Papeto'ai,N,Fringing reef,Papetoai,123_run3_43,0.171544350627073,8.48153900120597,Group007Sample0001,aroundtheisland_run3,ati,43,aroundtheisland_run3/Group007Sample0001,Group007,aroundtheisland_run3/Group007Sample0001SEM.dat,aroundtheisland_run3/Group007Sample0001BEM.dat,aroundtheisland_run3/Group001Sample0001BEM.dat,aroundtheisland_run3/Group007Sample0001ABS.dat,123,0.15,0.64,0.97,1.13,"",123,4/12/2022,2867,29.54051989,4.278860897,0.507426312,58.22,Stedmon_D,0.0045321274381374
126,,Yes,,,Yes,Yes,-17.49179923,-149.8794897,1027.4,62.52,1688.39,64.06,236.37,Papeto'ai,N,Fringing reef,Papetoai,126_run4_1,0.0704582874669748,10.2884026418812,Group001Sample0001,aroundtheisland_run4,ati,1,aroundtheisland_run4/Group001Sample0001,Group001,aroundtheisland_run4/Group001Sample0001SEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0001ABS.dat,126 NEW,0.09,0.68,1,1.87,"",126,4/12/2022,2296,29.12156975,4.087897825,0.565732033,51.48,Stedmon_D,0.0126388375470636
127,Yes,Yes,Yes,,Yes,Yes,-17.4889724,-149.8789846,711.98,332.71,1598.83,149.81,344.49,Papeto'ai,N,Fringing reef,Papetoai,127_run4_3,0.114895803515583,7.77977882332668,Group001Sample0003,aroundtheisland_run4,ati,3,aroundtheisland_run4/Group001Sample0003,Group001,aroundtheisland_run4/Group001Sample0003SEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0003ABS.dat,127,0.15,0.69,1.01,1.15,"",127,4/12/2022,2129,28.88083046,4.096553107,0.463682371,62.29,Stedmon_D,0.0057968823272602
128,Yes,Yes,,Yes,Yes,Yes,-17.48683493,-149.8765044,467.62,505.09,1302.48,25.82,505.09,Papeto'ai,N,Fringing reef,Papetoai,128_run4_4,0.0976062554918984,10.8484296504502,Group001Sample0004,aroundtheisland_run4,ati,4,aroundtheisland_run4/Group001Sample0004,Group001,aroundtheisland_run4/Group001Sample0004SEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0004ABS.dat,128,0.17,0.79,1.12,1.49,"",128,4/12/2022,2336,29.0588856,4.063898078,0.433714976,67,Stedmon_D,0.00936971907789178
13,Yes,Yes,Yes,,Yes,Yes,-17.5676907,-149.8705731,1139.83,186.07,1003.2,55.63,2585.05,Vai'anae/Atiha,SW,Fringing reef,Vaianae,13_run2_5,0.0188247962793681,2.51908669337744,Group001Sample0005,aroundtheisland_run2,ati,5,aroundtheisland_run2/Group001Sample0005,Group001,aroundtheisland_run2/Group001Sample0005SEM.dat,aroundtheisland_run2/Group001Sample0001BEM.dat,aroundtheisland_run2/Group002Sample0001BEM.dat,aroundtheisland_run2/Group001Sample0005ABS.dat,13,0.11,1.29,0.38,0.1,"",13,4/7/2022,2692,26.19071801,3.524422688,0.685713339,38.19,Stedmon_D,0.00612414833829841
130,Yes,Yes,Yes,Yes,Yes,Yes,-17.48467089,-149.8742172,178.36,785.64,1132.02,181.12,785.64,Papeto'ai,N,Reef crest,Papetoai,130_run7_26,0.132478416480682,6.17481994725307,Group004Sample0005,aroundtheisland_run7,ati,26,aroundtheisland_run7/Group004Sample0005,Group004,aroundtheisland_run7/Group004Sample0005SEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0005ABS.dat,130,0.13,0.96,0.93,0.99,"",130,4/16/2022,2117,28.25592943,3.858298707,0.607431054,46.52,Stedmon_D,0.00558074159778899
131,Yes,Yes,Yes,Yes,Yes,Yes,-17.48809573,-149.8667564,194.81,590.75,292.46,125.36,590.75,Papeto'ai,N,Reef pass,Papetoai,131_run7_27,0.0650862447079263,3.11446837385591,Group004Sample0006,aroundtheisland_run7,ati,27,aroundtheisland_run7/Group004Sample0006,Group004,aroundtheisland_run7/Group004Sample0006SEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0006ABS.dat,131,0.12,1,0.55,0.44,"",131,4/16/2022,2247,29.32407446,4.061838254,0.647437133,45.29,Stedmon_D,0.00419337889748405
132,Yes,Yes,Yes,Yes,Yes,Yes,-17.48744111,-149.8709693,312.65,471.46,718.44,75.03,471.46,Papeto'ai,N,Reef crest,Papetoai,132_run4_5,0.115571559777721,7.56124350045135,Group001Sample0005,aroundtheisland_run4,ati,5,aroundtheisland_run4/Group001Sample0005,Group001,aroundtheisland_run4/Group001Sample0005SEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0005ABS.dat,132,0.14,0.92,0.97,0.84,"",132,4/10/2022,2404,29.10741536,4.014637492,0.567332273,51.31,Stedmon_D,0.00497857128364115
133,Yes,Yes,,Yes,Yes,Yes,-17.49028584,-149.8868992,754.27,111.65,983.86,393.95,1035.51,Papeto'ai,N,Fringing reef,Papetoai,133_run7_28,0.114965654575755,5.13559788855047,Group004Sample0007,aroundtheisland_run7,ati,28,aroundtheisland_run7/Group004Sample0007,Group004,aroundtheisland_run7/Group004Sample0007SEM.dat,aroundtheisland_run7/Group004Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group004Sample0007ABS.dat,133,0.12,0.77,0.71,1.2,"",133,4/16/2022,2375,28.74031045,3.973172009,0.601605399,47.77,Stedmon_D,0.00362357651011645
134,Yes,Yes,Yes,Yes,Yes,Yes,-17.48732954,-149.8870074,434.55,409.14,792.36,489.87,1132.5,Papeto'ai,N,Fringing reef,Papetoai,134_run4_6,0.113552843505127,6.87470729575478,Group001Sample0006,aroundtheisland_run4,ati,6,aroundtheisland_run4/Group001Sample0006,Group001,aroundtheisland_run4/Group001Sample0006SEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0006ABS.dat,134,0.14,0.7,1.05,1.11,"",134,4/12/2022,2531,29.40706754,4.123238808,0.518336608,56.73,Stedmon_D,0.00520524836258745
135,Yes,,Yes,,Yes,,-17.48452814,-149.8861285,127.01,774.32,810.33,704.34,1222.04,Papeto'ai,N,Reef crest,Papetoai,135_run7_29,0.242803632544454,13.9849032050766,Group005Sample0001,aroundtheisland_run7,ati,29,aroundtheisland_run7/Group005Sample0001,Group005,aroundtheisland_run7/Group005Sample0001SEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001BEM.dat,aroundtheisland_run7/Group005Sample0001ABS.dat,135,0.11,0.71,0.74,0.9,"",135,4/16/2022,2129,27.92034222,3.810569895,0.680295004,41.04,Stedmon_D,0.00791388905362745
136,Yes,Yes,Yes,,Yes,Yes,-17.48690316,-149.8805744,448.87,564.85,1430.61,430.75,633.57,Papeto'ai,N,Mid lagoon,Papetoai,136_run4_7,0.125568202802559,19.6433128847147,Group001Sample0007,aroundtheisland_run4,ati,7,aroundtheisland_run4/Group001Sample0007,Group001,aroundtheisland_run4/Group001Sample0007SEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0007ABS.dat,136,0.12,0.7,0.96,0.94,"",136,4/12/2022,2838,29.06034656,4.08726687,0.474839118,61.2,Stedmon_D,0.0165777269772744
137,Yes,,,,Yes,Yes,-17.48379691,-149.8798111,122.05,900.74,1472.11,471.23,901.66,Papeto'ai,N,Reef crest,Papetoai,137_run8_9,0.0297559271155564,3.2708666959095,Group002Sample0002,aroundtheisland_run8,ati,9,aroundtheisland_run8/Group002Sample0002,Group002,aroundtheisland_run8/Group002Sample0002SEM.dat,aroundtheisland_run8/Group002Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group002Sample0002ABS.dat,137,0.14,0.85,0.75,1,"",137,4/16/2022,2484,27.6681641,3.83027301,0.61856215,44.73,Stedmon_D,0.00634843305315794
138,,,Yes,,Yes,Yes,-17.49209605,-149.8746473,945.32,36.46,1202.92,308.87,36.46,Papeto'ai,N,Fringing reef,Papetoai,138_run4_8,0.088609740856459,7.19283281727747,Group002Sample0001,aroundtheisland_run4,ati,8,aroundtheisland_run4/Group002Sample0001,Group002,aroundtheisland_run4/Group002Sample0001SEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0001ABS.dat,138,0.11,1.01,0.83,1.09,"",138,4/12/2022,2697,29.65128408,4.299836363,0.597728723,49.61,Stedmon_D,0.0066445146722986
139,Yes,Yes,,,Yes,Yes,-17.49065096,-149.8681188,507.66,284.82,490.05,30.47,284.82,Papeto'ai,N,Fringing reef,Papetoai,139_run4_9,0.0925613277519594,8.50117678382847,Group002Sample0002,aroundtheisland_run4,ati,9,aroundtheisland_run4/Group002Sample0002,Group002,aroundtheisland_run4/Group002Sample0002SEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0002ABS.dat,139,0.14,0.89,0.78,1.72,"",139,4/10/2022,2288,28.22846429,3.931856012,0.660541835,42.74,Stedmon_D,0.00670299312562869
14,Yes,Yes,Yes,,Yes,Yes,-17.58281082,-149.8662589,438.97,916.93,1695.09,242.68,1458.68,Vai'anae/Atiha,SW,Mid lagoon,Vaianae,14_run2_6,0.123240506808782,6.6142595092107,Group001Sample0006,aroundtheisland_run2,ati,6,aroundtheisland_run2/Group001Sample0006,Group001,aroundtheisland_run2/Group001Sample0006SEM.dat,aroundtheisland_run2/Group001Sample0001BEM.dat,aroundtheisland_run2/Group002Sample0001BEM.dat,aroundtheisland_run2/Group001Sample0006ABS.dat,14,0.11,0.78,0.63,1.43,"",14,4/12/2022,2079,29.87307417,4.139362501,0.604264037,49.44,Stedmon_D,0.00810205484654722
140,Yes,Yes,,Yes,Yes,Yes,-17.49716361,-149.8626436,1201.16,80.17,920.07,10.8,438.05,Papeto'ai,N,Fringing reef,Papetoai,140_run4_10,0.0607606642025914,4.13739599514611,Group002Sample0003,aroundtheisland_run4,ati,10,aroundtheisland_run4/Group002Sample0003,Group002,aroundtheisland_run4/Group002Sample0003SEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0003ABS.dat,140,0.14,1.18,1.1,2.41,"",140,4/10/2022,2112,26.25564106,3.499087013,0.60824894,43.17,Stedmon_D,0.00707367616228705
142,Yes,Yes,Yes,,Yes,Yes,-17.49376006,-149.8519205,1047.37,39.96,970.62,21.55,1564.47,Papeto'ai,N,Fringing reef,Pihaena,142_run4_11,0.129949597267162,38.5979662289111,Group002Sample0004,aroundtheisland_run4,ati,11,aroundtheisland_run4/Group002Sample0004,Group002,aroundtheisland_run4/Group002Sample0004SEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0004ABS.dat,142,0.18,0.56,0.82,2.72,"",142,4/10/2022,2884,28.47981335,3.942372902,0.589540459,48.31,Stedmon_D,0.0299262180279803
143,Yes,Yes,Yes,,Yes,Yes,-17.49082932,-149.8544175,630.69,383.06,559.01,109.28,1380.05,Papeto'ai,N,Reef pass,Pihaena,143_run4_12,0.0923741333243808,6.28865408577564,Group002Sample0005,aroundtheisland_run4,ati,12,aroundtheisland_run4/Group002Sample0005,Group002,aroundtheisland_run4/Group002Sample0005SEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0005ABS.dat,143,0.14,0.53,0.64,1.28,"",143,4/10/2022,2214,27.66619378,3.833238063,0.591603624,46.76,Stedmon_D,0.00661502724522032
144,Yes,Yes,Yes,,Yes,Yes,-17.48895002,-149.8550006,441.88,516.89,421.79,193.47,1413.5,Papeto'ai,N,Reef pass,Pihaena,144_run4_13,0.103192706455199,12.8485219600041,Group002Sample0006,aroundtheisland_run4,ati,13,aroundtheisland_run4/Group002Sample0006,Group002,aroundtheisland_run4/Group002Sample0006SEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0006ABS.dat,144,0.11,1.04,0.75,1.57,Duplicated.  Not sure why,144,4/15/2022,2202,28.49007119,3.953738661,0.554791147,51.35,Stedmon_D,0.0140298910606218
145,Yes,Yes,Yes,,Yes,Yes,-17.48966591,-149.8494205,940.88,33.79,1016.01,375.22,1924.49,Papeto'ai,N,Fringing reef,Pihaena,145_run4_14,0.154858190245327,10.0288127317031,Group002Sample0007,aroundtheisland_run4,ati,14,aroundtheisland_run4/Group002Sample0007,Group002,aroundtheisland_run4/Group002Sample0007SEM.dat,aroundtheisland_run4/Group002Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group002Sample0007ABS.dat,145,0.13,1.2,1.02,1.68,Duplicated.  Not sure why,145,4/11/2022,2481,28.88725686,4.038367023,0.533012799,54.2,Stedmon_D,0.00691661468941727
146,Yes,Yes,Yes,Yes,Yes,Yes,-17.48545652,-149.8469882,665.63,53.17,1288.2,888.26,2344.91,Papeto'ai,N,Fringing reef,Pihaena,146_run4_16,0.179009744470381,13.342530481061,Group003Sample0002,aroundtheisland_run4,ati,16,aroundtheisland_run4/Group003Sample0002,Group003,aroundtheisland_run4/Group003Sample0002SEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0002ABS.dat,146,0.17,0.5,0.65,0.64,"",146,4/11/2022,2115,29.5649699,4.17320129,0.56570281,52.26,Stedmon_D,0.00932662471527048
147,Yes,Yes,Yes,Yes,Yes,Yes,-17.48168911,-149.8498651,168.67,571.13,1171.2,1163.13,2323.79,Papeto'ai,N,Reef crest,Pihaena,147_run8_11,0.135491614890495,110.759461725962,Group002Sample0004,aroundtheisland_run8,ati,11,aroundtheisland_run8/Group002Sample0004,Group002,aroundtheisland_run8/Group002Sample0004SEM.dat,aroundtheisland_run8/Group002Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group002Sample0004ABS.dat,147,0.14,0.78,0.76,2.03,"",147,4/15/2022,2055,29.4650248,4.028205391,0.612862822,48.08,Stedmon_D,0.103076103324383
148,Yes,Yes,Yes,Yes,Yes,Yes,-17.48386731,-149.8490207,423.18,334.91,1131.15,951.56,2249.28,Papeto'ai,N,Mid lagoon,Pihaena,148_run8_12,0.0280289966094129,1.17837337970459,Group002Sample0005,aroundtheisland_run8,ati,12,aroundtheisland_run8/Group002Sample0005,Group002,aroundtheisland_run8/Group002Sample0005SEM.dat,aroundtheisland_run8/Group002Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group002Sample0005ABS.dat,148,0.17,0.68,0.99,1.24,"",148,4/15/2022,2414,27.49374786,3.634522946,0.646933323,42.5,Stedmon_D,0.00376151775261979
149,Yes,Yes,Yes,Yes,Yes,Yes,-17.48650493,-149.8520296,498.75,399.49,739.91,596.71,1823.91,Papeto'ai,N,Mid lagoon,Pihaena,149_run8_13,0.00313713994429761,0.434425892068862,Group002Sample0006,aroundtheisland_run8,ati,13,aroundtheisland_run8/Group002Sample0006,Group002,aroundtheisland_run8/Group002Sample0006SEM.dat,aroundtheisland_run8/Group002Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group002Sample0006ABS.dat,149,0.17,0.54,0.72,1.69,"",149,4/15/2022,2534,27.71794268,3.754695405,0.675938837,41.01,Stedmon_D,0.00261370253009437
150,Yes,Yes,Yes,,Yes,Yes,-17.48430225,-149.8420147,772.87,51.09,1664.59,1047.01,2900.04,Papeto'ai,N,Fringing reef,Pihaena,150_run8_14,0.0488053943406783,3.48811175057021,Group002Sample0007,aroundtheisland_run8,ati,14,aroundtheisland_run8/Group002Sample0007,Group002,aroundtheisland_run8/Group002Sample0007SEM.dat,aroundtheisland_run8/Group002Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group002Sample0007ABS.dat,150,0.16,0.76,0.84,2.48,"",150,4/18/2022,2800,28.28364895,3.884654229,0.517267165,54.68,Stedmon_D,0.00525524460802475
151,Yes,Yes,Yes,,Yes,Yes,-17.47821942,-149.8423604,135.98,718.01,1574.46,1338.72,3188.64,Papeto'ai,N,Reef crest,Pihaena,151_run8_15,0.25674923176915,60.8573447043593,Group003Sample0001,aroundtheisland_run8,ati,15,aroundtheisland_run8/Group003Sample0001,Group003,aroundtheisland_run8/Group003Sample0001SEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group004Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0001ABS.dat,151,0.15,0.72,0.71,1.6,"",151,4/15/2022,2568,26.94782649,3.68392269,0.510050788,52.83,Stedmon_D,0.0230142041235032
152,Yes,Yes,Yes,Yes,Yes,Yes,-17.48009529,-149.8422762,339.71,516.16,1575.44,1210.56,3078.71,Papeto'ai,N,Mid lagoon,Pihaena,152_run8_16,0.212270501532204,39.5490164712884,Group003Sample0002,aroundtheisland_run8,ati,16,aroundtheisland_run8/Group003Sample0002,Group003,aroundtheisland_run8/Group003Sample0002SEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group004Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0002ABS.dat,152,0.16,0.78,0.84,1.22,"",152,4/15/2022,2072,28.21638298,3.7653292,0.58656,48.1,Stedmon_D,0.017580703665829
153,Yes,Yes,Yes,,Yes,Yes,-17.4784169,-149.8339808,184.54,770.53,683.74,650.03,3439.4,Paopao,N,Reef crest,Pihaena,153_run8_17,0.136554767368948,5.17288576623755,Group003Sample0003,aroundtheisland_run8,ati,17,aroundtheisland_run8/Group003Sample0003,Group003,aroundtheisland_run8/Group003Sample0003SEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group004Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0003ABS.dat,153,0.15,0.73,0.7,0.58,"",153,4/18/2022,2437,30.17818412,4.276248294,0.519930012,58.04,Stedmon_D,0.00737939893097301
154,Yes,,Yes,,Yes,Yes,-17.4797321,-149.8365316,368.44,589.72,959.95,691.97,3538.12,Paopao,N,Mid lagoon,Pihaena,154_run8_18,0.110623013800455,3.41891931112195,Group003Sample0004,aroundtheisland_run8,ati,18,aroundtheisland_run8/Group003Sample0004,Group003,aroundtheisland_run8/Group003Sample0004SEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group004Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0004ABS.dat,154,0.17,0.7,0.73,0.57,"",154,4/18/2022,2229,27.31403821,3.77380675,0.556846514,49.05,Stedmon_D,0.00529912937955594
155,Yes,Yes,Yes,,Yes,Yes,-17.48486702,-149.8347928,885.61,67.61,1030.67,350.65,3171.26,Paopao,N,Fringing reef,Pihaena,155_run4_17,0.0863254482547822,3.33110617499929,Group003Sample0003,aroundtheisland_run4,ati,17,aroundtheisland_run4/Group003Sample0003,Group003,aroundtheisland_run4/Group003Sample0003SEM.dat,aroundtheisland_run4/Group003Sample0001BEM.dat,aroundtheisland_run4/Group001Sample0001BEM.dat,aroundtheisland_run4/Group003Sample0003ABS.dat,155,0.15,0.58,0.68,1.59,"",155,4/11/2022,2683,28.32290904,4.017193302,0.50117224,56.51,Stedmon_D,0.00402220281555034
157,Yes,Yes,Yes,,,Yes,-17.48115082,-149.8301379,386.38,411.26,386.96,235.21,2947.43,Paopao,N,Mid lagoon,Pihaena,157_run8_19,0.0431483869385619,1.65220986096453,Group003Sample0005,aroundtheisland_run8,ati,19,aroundtheisland_run8/Group003Sample0005,Group003,aroundtheisland_run8/Group003Sample0005SEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group004Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0005ABS.dat,157,0.14,0.84,1,2.6,"",157,4/18/2022,2256,27.34450638,3.794851032,0.573106383,47.71,Stedmon_D,0.00554969433077053
